isrc,artist_id,artist_name,track_name,streams,weeks_in_charts,n_regions,danceability,energy,speechiness,instrumentalness,liveness,valence,tempo,song_length,song_age,explicit,n_playlists,sp_popularity,youtube_views,tiktok_counts,insta_followers_artist,monthly_listeners_artist,playlist_total_reach_artist,sp_fans_artist,shazam_counts,release_date,genre,label,top10,expert_rating
USSM12004743,208,Bruce Springsteen,Janey Needs A Shooter,81966,3,2,35.9,81.9,2.92,0.01,16.7,54.5,151.996,6.82355,21.2857142857143,0,29,54,0,0,1186538,12994297,102893643,993900,0,2020-10-23,Rock,Sony Music,0,good
USUM71819787,3580,Mike Posner,Move On,34032,6,1,73.6,68.9,3.36,50.1,40.2,38.9,102.009,2.97333333333333,113.285714285714,0,510,57,15173169,218,632424,10049906,72888835,682451,244020,2019-01-04,Rock,Universal Music,0,excellent
FR9W11821741,810714,Maes,Outro (Maes / Pure),464629,8,1,74.5,49.8,9.12,4.83,7.63,12.2,137.015,2.516,120.428571428571,0,4,46,0,0,1622753,2634191,6210969,779200,0,2018-11-29,HipHop/Rap,Universal Music,0,excellent
PHV031910726,1143031,ALLMO$T feat. L.A. GOON$ feat. Peso Mercado,Miracle Nights,22609256,484,1,88.3,56.9,6.17,0.01,7.77,54.5,101.999,6.2353,82.1428571428571,0,123,62,0,10100,15148,798676,4316687,6548,12474,2019-08-24,HipHop/Rap,Independent,1,poor
USHR11838464,121457,Ocean Park Standoff feat. Lil Yachty,If You Were Mine,84613,6,2,65.6,77.3,2.97,0,43.6,40.6,120.056,3.40633333333333,151.285714285714,0,251,49,5927438,0,1,437461,3239765,486,203579,2018-04-27,Pop,Universal Music,0,good
DEXG91800004,129389,Kurdo,Blutgruppe Ghetto,71137,1,2,77.3,66.2,68.3,0,9.43,59.8,168.115,2.98955,111.285714285714,0,18,37,0,0,982905,606159,933664,263290,0,2018-12-14,HipHop/Rap,Universal Music,0,good
DECE71900046,208748,KC Rebell,Hasso,6668879,40,3,81.2,65.6,18.1,0,12,51.5,127.971,3.51115,111,0,82,45,0,0,1406432,3046210,10945902,856229,0,2019-02-03,HipHop/Rap,Universal Music,0,excellent
FR8FB1801730,374075,Jok'air,Aquarium,104974,4,1,44.6,49,34.4,7.93e-4,7.24,19.7,130.051,2.89488333333333,147.285714285714,0,6,37,0,0,390677,1804934,5287885,240895,0,2018-05-18,HipHop/Rap,Independent,0,good
NLSU32000009,213336,Suzan & Freek,Straks Is Het Te Laat,487138,14,1,73.3,46.5,5.22,0,25.5,35.8,86.026,2.85396666666667,24.4285714285714,0,22,52,0,0,235474,1560195,6471435,23314,0,2020-09-10,Pop,Sony Music,0,good
GBARL1901274,1099766,DigDat,8 Style II,780263,13,1,88.9,51.5,23.8,0,11.1,78.5,141.992,2.95793333333333,63.5714285714286,0,80,43,4218578,55,1362,1136864,2689921,26191,0,2020-01-01,HipHop/Rap,Sony Music,0,good
FR0U91900262,5704,Jul feat. Jimmy Sax,Ibiza,1935504,28,1,84.4,82.8,5.81,0.44,9.99,31.8,129.982,3.92511666666667,71.2857142857143,0,28,53,266760,0,2588910,3790210,9369655,4862494,179495,2019-11-08,HipHop/Rap,Independent,0,excellent
FRS182040187,1638715,BEGE,HARMAN,15989472,105,1,69.1,58.6,9.15,0.41,7.05,31.4,139.78,2.355,22.2857142857143,1,165,63,0,89100,2944536,1628644,3230546,118131,35536,2020-10-16,HipHop/Rap,Independent,1,good
GB2DY2100170,1024155,Digga D,Toxic,625499,8,1,64.7,62,44.2,0,12.1,27.6,140.221,3.17143333333333,4.57142857142857,0,89,67,0,9458,891923,3699238,19092442,32698,11151,2021-02-16,HipHop/Rap,Universal Music,0,excellent
DKUM72000576,4000503,Anthon Edwards feat. Burhan G,Holder Os Vågne (Anthon Edwards x Burhan G),452396,26,1,73.1,49.3,9.64,0,9.3,54,91.979,3.15313333333333,21.2857142857143,0,32,50,0,0,0,68386,340358,3,1678,2020-10-23,Pop,Universal Music,0,good
QM4TX1719141,316158,Fourtwnty,Puisi Alam,8464,1,1,29.5,35.2,2.98,0.01,8.59,20.3,78.183,5.87688333333333,210.428571428571,0,0,0,1159848,0,622290,978561,1997105,14521,0,2017-03-09,Pop,Independent,0,poor
MXF399802213,208332,Pancho Barraza,Mi Enemigo El Amor,16348440,175,1,59.2,57.9,4.98,0,14.1,63.3,120.025,3.91111666666667,1202.71428571429,0,419,62,4757894,818,672932,3317979,9705829,52166,420227,1998-03-03,other,Universal Music,1,fair
ES5702001294,1123831,Lola Indigo feat. Danna Paola feat. Denise Rosenthal,Santería,19975885,186,2,74,89.2,6.64,0,18.8,82.6,105.003,3.06666666666667,29.2857142857143,0,371,71,35957151,20000,1355298,4395518,19674136,40045,123463,2020-08-28,Pop,Universal Music,1,fair
JPU902001559,3753671,NiziU,Boom Boom Boom,139851,2,1,75.8,96.9,4.65,14.4,3.58,74.8,121,3.35731666666667,37.7142857142857,0,10,52,0,477,1937222,1947475,2074010,2406,4669,2020-06-30,Pop,Sony Music,0,excellent
IT4U12000004,5772,Ghali,Good Times,6960652,128,1,71.9,73.6,7.76,0,9.88,59.3,109.028,2.71788333333333,18.2857142857143,0,339,67,49726019,82200,2371066,2258270,6976448,123736,520843,2020-02-20,HipHop/Rap,Warner Music,0,good
HUBAA1900001,1502235,Dzsúdló,Hiszti,155180,3,1,83.9,76.3,13.6,0.64,11.9,67.5,90.034,2.66753333333333,50.1428571428572,1,4,43,0,0,21469,106604,87013,761,0,2019-09-08,HipHop/Rap,Independent,0,fair
DEH259900010,197,Lou Bega,Mambo No. 5 (A Little Bit of...),74163,4,3,60.7,81.7,40.1,0,32.2,90.2,174.19,3.66111666666667,1137.71428571429,1,10907,76,408172,83000,0,3422276,31390305,20534,4323039,1990-10-15,Pop,Independent,0,fair
ES5701800083,776407,Ana Guerra,Volver - Operación Triunfo 2017,48068,2,1,64.9,37.7,3.43,0,10.6,57.6,110.422,3.32596666666667,162.857142857143,0,5,22,0,0,623778,888273,4846378,23846,0,2018-02-05,Pop,Universal Music,0,excellent
ES5701900464,776403,Amaia,Quedará En Nuestra Mente,274937,6,1,57.3,70.7,3.34,0,10.1,30.2,130.075,3.85053333333333,85.4285714285714,0,83,30,0,0,792029,724799,3344379,5664,8784,2019-08-01,Pop,Universal Music,0,fair
NLG661900874,338666,Ashafar feat. KA,Voor Niks,132888,4,1,67.6,58,49.5,0,8.49,54.2,105.889,3.34968333333333,78.5714285714286,0,4,36,0,0,405051,895025,3120859,26133,0,2019-09-18,HipHop/Rap,Universal Music,0,excellent
FITFR1800021,469806,Anssi Kela,Jotain On Poissa,69626,7,1,64.1,76.1,2.59,0.01,56.1,57.7,104.981,4.67596666666667,130.285714285714,0,6,16,0,0,42506,174891,243044,5162,1225,2018-09-14,Pop,Universal Music,0,good
FR0U91800523,196892,Rohff,Cadeaux de l'éternel,101502,2,1,77.5,60.5,7.11,0,31.8,53.1,139.937,3.68615,118.285714285714,0,0,26,612781,0,436934,911839,2235427,717218,0,2018-12-14,Pop,Independent,0,excellent
TWM831900002,214828,Fish Leong,我好嗎,2398303,269,1,35,39.2,3.14,0,14.2,23.3,135.912,4.63293333333333,96.4285714285714,0,46,48,0,0,396319,814041,1896541,3699,24729,2019-04-26,Pop,Universal Music,0,excellent
FR10S1839977,211622,Naps,Le fixe,227222,7,1,97.7,69.2,5.77,0,12.4,84.1,119.994,3.26378333333333,158.285714285714,0,4,34,0,238,868137,2525390,4993369,1132855,0,2018-03-08,HipHop/Rap,Independent,0,masterpiece
JPU902001100,1103754,DISH//,猫 ~THE FIRST TAKE ver.~,367423,16,1,64.1,57.6,13.9,0,11.4,62.2,77.005,4.55388333333333,46.5714285714286,0,137,68,0,71600,173854,1917647,1700993,422,54742,2020-04-28,Pop,Sony Music,0,excellent
QZES61981143,450361,Sansar Salvo feat. Kaan Boşnak,Koptu Kayış,6404193,189,1,82,66.7,10.2,0,10.4,56,121.974,3.02458333333333,99.2857142857143,0,41,52,0,0,215591,373068,787845,84049,0,2019-04-25,Pop,Independent,0,excellent
CZA380327206,217030,Dětský sbor Camerata,Slyšeli jsme v Betlémě,103672,8,1,22.2,25.6,3.12,0,28.6,29.6,89.504,1.18888333333333,384.857142857143,0,0,14,0,0,0,853,6508,13,0,2013-11-04,other,Independent,0,good
IT0CF1700031,217364,Axos,Meglio di te,27303,1,1,87.7,62,11.7,0,12.6,34.3,130.018,2.80221666666667,170.285714285714,0,4,26,7394,0,96502,191913,457189,2695,0,2017-12-06,HipHop/Rap,Sony Music,0,excellent
TWK231508409,62058,Cosmos People,兩人雨天,3387,1,1,50.1,30.3,3.62,0,11,19.4,173.82,4.774,303.285714285714,0,4,36,0,0,37557,126081,127045,40,0,2015-05-29,Pop,Sony Music,0,fair
USUM71614681,2635,Fergie,Life Goes On,4639,2,1,70.7,66.2,13.1,0,10.7,36.5,92.983,3.83668333333333,337.857142857143,0,1098,38,167394,133500,4805615,9894022,54273947,1788106,0,2016-11-11,Pop,Warner Music,0,good
FR6P11803020,4792,Lido feat. Unge Ferrari,Corner Love,51187,3,1,33.9,36.9,4.45,0.05,8.69,5.17,130.911,4.53125,133.285714285714,1,49,20,0,0,72704,825077,6433198,7030,0,2018-08-31,Electro/Dance,Independent,0,good
PLI291800009,32739,Żabson,DMT,6031855,409,1,87,74,11.8,0.01,6.73,44.7,136.048,4.14706666666667,160.285714285714,0,32,54,26205200,0,600591,996264,1185734,10068,17031,2018-02-23,Pop,Independent,0,excellent
MXF399802213,208332,Pancho Barraza,Mi Enemigo El Amor,18979107,262,1,46.9,56.1,5.01,0,20.4,66.3,120.005,3.87773333333333,1202.71428571429,0,419,62,4757894,818,672932,3317979,9705829,52166,420227,1998-03-03,other,Universal Music,1,good
CZUM71800089,612482,Nik Tendo feat. Zayo,Cash Money,7196,3,1,61.9,59,5.14,0,32.8,38.2,144.978,3.43448333333333,143,0,0,28,0,0,257028,231556,158649,8211,0,2018-06-24,HipHop/Rap,Universal Music,0,excellent
SEAYD9306140,211567,Ted Gärdestad,Satellit,172608,3,1,51.1,79,4.05,0,5.85,94.8,108.368,4.29311666666667,2211.57142857143,0,535,49,1785,0,0,500092,1558454,1861,9240,1976-01-01,Pop,Universal Music,0,good
ITUM72001097,217364,Axos feat. Kina,50milabaci (feat. Kina),42588,1,1,57.7,53.5,16.2,1.16e-4,14.5,17.6,91.93,3.24956666666667,20.8571428571429,0,10,44,0,83,96502,191913,457189,2695,0,2020-10-26,HipHop/Rap,Universal Music,0,excellent
ES5701600556,207058,Morat,Aprender A Quererte,5559,1,1,63.8,86.8,3.34,0,23.1,48.5,101.013,3.82021666666667,248.285714285714,1,463,65,172327237,3564,1936992,8047969,41087617,589338,121305,2016-06-17,Pop,Universal Music,0,excellent
QMMZN1701306,4110,Mac DeMarco,A Wolf Who Wears Sheeps Clothes,2403,1,1,82.8,53.8,3.83,4.85,8.28,70.1,115.046,2.81778333333333,202.285714285714,0,221,51,0,14,0,5887041,20771777,175779,0,2017-04-18,Pop,Independent,0,poor
FR9W11816937,208633,Sadek,JDJ,794947,15,1,87.5,63.5,26.6,2.24e-4,12.2,52.9,130.054,3.02978333333333,129.285714285714,0,9,37,3364577,59,756245,987429,4525353,648497,0,2018-09-19,HipHop/Rap,Warner Music,0,excellent
NLG662000742,83568,Idaly,Eerlijk,41252,1,1,54.6,59.9,37.8,0.58,16.8,35.2,170.517,2.30695,19.4285714285714,0,4,36,0,0,0,731810,3331096,11798,0,2020-11-05,HipHop/Rap,Universal Music,0,excellent
SEUM71800455,235788,Denz,TARANTINO,142959,7,1,83.6,54.7,28.5,0,6.35,18.6,98.004,2.30225,134.285714285714,0,93,23,0,0,217,112854,581049,906,0,2018-08-24,HipHop/Rap,Universal Music,0,fair
ES5682000014,3529395,Eva B feat. Flavio,Copenhague,35582,1,1,57.6,78.7,2.41,0,10.8,74.1,93.001,2.52956666666667,60,0,5,31,0,0,345892,161541,647326,1390,0,2020-01-26,Pop,Independent,0,excellent
JPPO01706369,206557,BTS,MIC Drop - Japanese ver.,62169,15,1,66,91.7,14.7,0,12.9,58,169.993,3.978,171.571428571429,0,142,50,0,490,38700892,26147576,152858657,2166028,0,2017-12-05,HipHop/Rap,Universal Music,0,excellent
SEWEE1802901,883927,Omar Rudberg,Om om och om igen,3863935,71,1,77.7,61.1,3.81,0,15.8,76.6,141.948,2.78911666666667,109.142857142857,0,113,43,0,0,161092,117056,475840,25124,5457,2019-02-16,Pop,Independent,0,good
QM6MZ1940769,214797,Los Vasquez feat. Santaferia,Mariajuana,3368577,133,1,68.5,87.8,6.58,0.02,38.8,93.8,176.256,3.01356666666667,99.2857142857143,0,77,57,0,0,180454,608027,1305975,56233,0,2019-04-26,other,Independent,0,excellent
BEA031900153,1382768,#LikeMe Cast,J'aime la vie,43819,7,1,36.7,54,3.86,0,11.4,22,126.281,3.58045,62,0,2,34,0,0,0,88669,17457,2517,2286,2020-01-12,Pop,Independent,0,excellent
USWB11900332,4170,Lukas Graham feat. Sabina Ddumba,Love Someone (feat. Sabina Ddumba) - Recorded at Spotify Studios Stockholm,24155,1,1,62.4,44.1,3.55,0,11.9,22.7,85.929,3.4825,112.285714285714,0,67,44,0,0,634869,13429419,113900763,384769,0,2019-01-18,Pop,Universal Music,0,excellent
GBUM71700709,5377,LANY,The Breakup,100958,4,1,55.4,71.8,8.57,6.01,29.3,56.2,116.086,3.94488333333333,194.285714285714,1,295,29,3895902,6,889372,7604249,52330148,68432,15827,2017-05-04,Rock,Universal Music,0,poor
QMBZ92088776,215544,Cruz Cafuné,STONE ISLAND,44882,1,1,81.6,42.5,40.8,0,48.1,47,139.921,2.60141666666667,15.2857142857143,0,5,48,0,0,123896,722451,8976575,3093,0,2020-12-04,HipHop/Rap,Independent,0,fair
ES5021702707,2005,Melendi feat. Carlos Vives,El Arrepentido,11722373,231,2,79.7,73.7,16.5,0,48,71.6,99.914,3.646,158.285714285714,0,360,51,84622164,235,1210538,3883723,15345263,442449,304394,2018-01-04,Pop,Sony Music,1,excellent
FIMFY1800010,10401,Portion Boys,Niin Kuin Ennenkin,402423,32,1,61.4,89.7,4.9,6.34e-4,8.74,58,127.999,3.59185,124.285714285714,0,0,0,0,0,19442,255544,819606,2190,809,2018-11-01,Pop,Independent,0,fair
BEK011600308,4848,Dimitri Vegas & Like Mike feat. Diplo feat. Deb’s Daughter feat. Lost Frequencies,Hey Baby - Lost Frequencies Remix,26950,8,1,80.2,52.6,4.91,1.55,91.3,62.7,115.969,3.32331666666667,217.285714285714,0,117,11,0,0,4218106,12333272,110053202,1915189,0,2017-01-09,Pop,Independent,0,excellent
USUM71604778,3883,J Balvin feat. Pharrell Williams feat. BIA feat. Sky,Safari,483775,22,8,68.9,67.5,32,3.17e-4,11.5,60.4,180.065,3.42666666666667,247.285714285714,0,5613,69,0,2243,46318486,55127470,341821823,8731541,5046351,2016-06-17,R&B,Universal Music,0,good
PLC061908297,1058499,Zeamsone feat. Young Igi,SPORT,923656,49,1,72.2,50.8,17.9,0,10.2,51.7,158.108,3.33333333333333,82.2857142857143,0,8,45,0,0,83518,290112,273750,2464,0,2019-08-22,Pop,Independent,0,excellent
FR9W11926574,298294,GLK feat. Landy feat. DA Uzi feat. Hornet La Frappe,93% [Tijuana],19639707,126,3,80.3,68.6,6.39,0,18.1,79.7,136.055,3.71343333333333,69.2857142857143,0,118,58,49268627,18800,195560,983723,2953917,223079,299892,2019-11-22,HipHop/Rap,Universal Music,1,good
USSM11912586,558681,Harry Styles,Golden,135709904,176,29,44.8,83.8,5.57,0.01,13.1,25.4,139.863,3.48178333333333,66.2857142857143,0,1805,88,107539499,188400,37441044,37814756,231621634,808285,1150229,2019-12-13,Pop,Sony Music,1,good
ARF101700036,915,Soda Stereo,Picnic en el 4to B / Te Hacen Falta Vitaminas / Mi Novia Tiene Bíceps (SEP7IMO DIA),68331,4,1,35.4,95.3,11.2,0.16,56.4,65.7,93.683,6.38,210.285714285714,0,36,39,0,0,330285,6081440,22232096,1216041,5145,2017-03-10,German Folk,Sony Music,0,excellent
DECE71900172,1391497,Shirin David,ICE,561368,7,3,74.8,46.9,31.1,1.89e-4,21.3,53.1,83.559,2.90445,78.4285714285714,0,92,47,0,9,5428554,1274431,2006572,130164,24664,2019-04-05,HipHop/Rap,Universal Music,0,good
FIUM71900359,600045,Samu,Hyvä ihminen - Vain elämää kausi 10,322561,26,1,50.2,58.9,4.59,1.69e-4,12.4,17.7,147.987,3.52845,73.2857142857143,0,7,29,0,0,0,529330,130747,622,0,2019-10-25,Pop,Universal Music,0,excellent
DEE862000066,211706,ELIF,FREUNDE,900719,14,1,78.2,70.4,8.13,0,12.5,44.3,82.031,2.95425,57.2857142857143,0,61,53,3866327,812,190250,1619336,4972138,29198,15823,2020-02-14,Pop,Sony Music,0,good
ATZ661921001,164784,Dame,Herrscher des Olymps,5496,1,1,78.2,90,25.7,0,33.8,69.6,157.964,2.18705,97.2857142857143,0,39,50,3340,0,89743,664450,466950,68811,0,2019-05-10,HipHop/Rap,Sony Music,0,excellent
PT3CB1700001,59332,Virgul,Rainha,956610,228,1,58.8,87.7,26.5,0,14.6,85.3,99.092,3.16,206.285714285714,0,28,31,8610957,1264,64386,129237,381762,1637,62478,2017-04-07,Pop,Warner Music,0,excellent
FRPJW1702030,211618,Sofiane,Lundi,2874538,74,1,81.8,78.7,23.5,0,12.4,42.3,118.033,3.92911666666667,164.285714285714,0,154,59,68897165,14600,984787,1686390,6462397,1622881,0,2018-01-21,HipHop/Rap,Universal Music,0,poor
FIUM71700516,4852,Nikke Ankara feat. Irina,Kaadutaan,72032,9,1,71.1,81.6,4.91,0,11.5,73.8,93.013,3.88155,151.285714285714,0,22,29,19574,0,64727,174558,557881,10271,0,2017-11-29,Pop,Universal Music,0,good
USHC41200293,3434,fun.,Sleigh Ride,748716,9,7,55.5,73.8,3.34,0,10.8,35.2,100.023,3.61666666666667,481,0,561,37,15105,0,0,7584929,55315775,885364,220215,2012-01-01,other,Universal Music,0,good
TCADR1830597,573692,Sima,Spolu,228275,106,1,52.2,90.6,32.8,0,7.35,53.5,167.853,3.35118333333333,145.571428571429,1,6,46,26522219,0,0,243002,266792,8263,30206,2018-06-08,Pop,Independent,0,excellent
QZ5AB2047488,44198,Mc Th feat. MC Menininho feat. DJ Victor Falcão,Rabetão no Chão,23656104,254,1,93.5,35,44.4,31.5,7.84,58.2,130.126,2.98461666666667,132.285714285714,0,101,46,97870444,4546,915270,1012401,5786821,128673,53673,2018-09-07,Pop,Independent,1,fair
DEA621701071,159489,Tagtraeumer,Unendlich gleich,1671,1,1,66.9,74.8,6.22,0,18.9,67.1,95.04,3.47955,201.285714285714,1,26,33,0,0,329,34957,84766,3966,89273,2017-05-12,Pop,Warner Music,0,excellent
DKAZA2000172,201621,Specktors,Eurotrip,11104,1,1,77.7,94.6,7.15,0,3.73,94,140.045,2.43796666666667,29.2857142857143,0,10,36,0,0,9970,269505,990534,1457,0,2020-08-28,HipHop/Rap,Warner Music,0,poor
TCAFB2090669,718832,Eric Reprid,Cold World,29982,1,1,81.5,71.1,10.8,0,10.9,33.6,130.102,2.9999,26.5714285714286,1,49,69,0,51900,36035,658943,888035,515,21873,2020-09-16,Pop,Independent,0,fair
ITB261800010,157967,Diodato feat. Roy Paci,Adesso,888027,23,1,55.6,73.8,5.61,1.5,15.6,20.2,109.793,3.3452,162.571428571429,0,35,44,4450213,0,246706,869751,2353455,6760,165722,2018-02-07,Pop,Independent,0,poor
USUYG1226225,74419,XXXTENTACION,I don’t let go,11806172,15,19,79.7,29.3,8,7.24,14.8,47.8,80.035,2.02716666666667,119.285714285714,0,774,63,30542384,2372,18761684,27692936,59707763,2547427,0,2018-12-07,HipHop/Rap,Independent,1,excellent
NL1AP1800911,140279,ODZ feat. Young Earth Sauce,No Go,398069,17,1,86.1,74.4,23.4,0.03,11.6,53.1,97.018,2.68021666666667,117.285714285714,1,108,44,0,0,0,426623,408933,556,1004,2018-12-21,HipHop/Rap,Independent,0,excellent
CZUM72000687,189156,Dorian feat. Grey,Jak ti je,4737,1,1,75.8,36.4,37.8,1.6e-4,8.78,37.8,82.005,2.97561666666667,21.2857142857143,0,1,31,0,0,0,137160,54422,2515,0,2020-10-23,HipHop/Rap,Universal Music,0,good
ITUM71600877,134682,Sfera Ebbasta,No No,36904,3,1,70.4,77.4,4.22,0.56,15.1,16.2,112.995,4.01021666666667,236.285714285714,0,22,46,3690,385,3522378,5274152,35635930,107259,0,2016-09-09,HipHop/Rap,Universal Music,0,fair
JPU901702548,211300,KANA-BOON,涙,12994,5,1,49.6,71.9,3.47,4.81e-4,25.4,37.2,96.01,3.42088333333333,184.571428571429,0,3,24,0,0,31249,2276864,2713451,25508,0,2017-09-05,Rock,Sony Music,0,good
USUM71803873,2668,Matt Hunter feat. Lele Pons,Dicen,25368794,148,7,81.7,63.5,13.8,7.85e-4,24.5,77.7,103.029,3.68045,150.285714285714,0,438,59,4862941,31300,525146,632329,5991562,93413,233070,2018-05-04,R&B,Universal Music,1,fair
COF019500886,217175,Los Corraleros De Majagual,La Yerbita,61043,7,1,75.9,86.9,4.39,6.25,5.63,94.5,108.791,2.77826666666667,3172.57142857143,0,44,35,352297,6,0,124218,1349997,14003,10288,1968-04-19,other,Independent,0,poor
NLG662000053,207404,Lil Kleine,Joanne,4595042,73,2,92.1,52.6,5.55,0,18.1,87.5,113.958,3.19575,50.2857142857143,0,104,47,0,0,1731210,2312328,8497422,241362,9585,2020-02-28,HipHop/Rap,Universal Music,0,fair
NOAJR1600069,599997,LOKE feat. Gaute Ormåsen,Kjærlighet er mer enn forelskelse,6462035,188,1,66.9,62.1,24,0,19.6,51.3,85.007,3.27048333333333,224.285714285714,0,413,45,0,0,0,140026,1838507,41,7688,2016-12-02,Pop,Sony Music,0,good
JPU902001656,244969,Kenshi Yonezu,Yasashii Hito,2133076,39,1,55.1,23.1,2.64,0,33.3,52.3,82.033,3.48088333333333,32.5714285714286,0,3,48,0,0,1258129,3582665,4063872,18841,3828,2020-08-05,Pop,Sony Music,0,fair
NL1TK1900001,614017,Duncan Laurence,Arcade,265279,7,3,45.3,35,4.25,0.12,14.4,27.9,72.017,3.08578333333333,18.2857142857143,0,1935,85,26185229,464700,393880,13289562,97584650,13310,2357979,2019-03-07,Pop,Universal Music,0,excellent
FISFS0200070,716,Children Of Bodom,Hate Crew Deathroll,12457,2,1,42.4,94,4.42,82.7,26.8,51.3,105.041,3.67845,929,0,140,30,2126710,0,155075,809135,3699224,287636,5255,2003-03-10,Rock,Universal Music,0,excellent
USUM71901066,3822,ScHoolboy Q,Numb Numb Juice,14851303,35,14,88.6,47,45.8,0,12.1,18.4,156.997,1.91621666666667,105.428571428571,0,2467,67,22480572,644,2802586,7797411,51086903,428626,188365,2019-03-14,HipHop/Rap,Universal Music,1,good
USAT21705082,205962,Kodak Black feat. Lil Wayne,Codeine Dreaming,104003086,218,20,73.6,60.4,22.2,0.01,12.4,57.4,155.007,4.40886666666667,173.285714285714,0,4146,67,155009,6991,10034662,17565764,74137400,318193,582841,2017-11-25,HipHop/Rap,Warner Music,1,fair
FXQ021900358,1347420,Eva feat. Still Fresh,Côté,52530,1,1,93.3,60,12.1,0,10.7,94.6,107.039,2.83021666666667,89.2857142857143,0,1,40,0,499,1914634,1833560,5123695,389405,0,2019-07-05,other,Universal Music,0,good
PLS281800343,612774,White 2115,Jaki ojciec taki syn,52234,6,1,46.3,56,5.69,0,10.3,3.8,129.318,2.44955,133.285714285714,0,3,44,0,0,390267,814010,1244238,8965,809,2018-08-15,Pop,Independent,0,excellent
TWA531756209,2024,JJ Lin,身為風帆,20822,5,1,29,22,2.99,0,8.38,36.1,88.875,3.96221666666667,168.428571428571,0,11,27,0,0,4602009,1549849,3410958,11866,0,2017-12-29,Pop,Warner Music,0,good
SE3OH1742983,111996,Ricky Rich feat. ARAM Mafia,Habibi,12138554,359,5,47.9,60.9,13.4,0,14.4,74,75.113,2.98385,181.428571428571,0,475,71,971672,8674,145043,1675667,9187031,1910,292998,2017-09-28,HipHop/Rap,Warner Music,1,excellent
US5TA2000074,1402414,ITZY,Not Shy,34952983,213,7,77.6,91.1,13.1,2.59e-4,26.8,56,101.027,2.96213333333333,30.8571428571429,0,405,76,143525788,92700,8709107,3496372,7974758,384713,77000,2020-08-17,other,Independent,1,fair
SE6HN2093759,612277,Adel,Guld Utav Sand,270919,6,1,69.6,67.3,13.9,0,9.63,43.7,160.201,2.48125,38.5714285714286,0,45,38,0,14,102999,406878,571561,3427,920,2020-06-23,Pop,Independent,0,fair
DECE71800017,13402,AK Ausserkontrolle,XY,2259830,35,2,80.4,83.9,31.8,0,8.07,30.1,94.002,2.79998333333333,139.285714285714,0,50,45,6635246,0,199,1654672,4495423,134915,0,2018-07-19,HipHop/Rap,Universal Music,0,excellent
GBKPL1975837,744042,Gerry Cinnamon,Outsiders,159611,2,2,71.3,37.2,2.94,0,8.39,46.4,127.99,3.07548333333333,48.2857142857143,0,12,38,0,0,339258,1220350,4035119,19303,0,2020-04-17,Rock,Independent,0,excellent
USUM72013373,206573,Aminé,Woodlawn,2364520,7,2,78.4,58.6,5.7,0,18.3,82.4,113.973,2.38588333333333,32.2857142857143,0,547,66,0,902,1517867,9030039,37666003,53595,0,2020-08-07,HipHop/Rap,Universal Music,0,good
USAT21904200,717113,Ava Max,"Blood, Sweat & Tears",40800,1,2,63.9,74.5,4.16,0,13.1,35.6,139.993,3.23246666666667,85.7142857142857,0,107,54,0,2027,2078702,31069402,221535927,495131,33265,2019-07-31,Pop,Warner Music,0,fair
BE6JP2000002,162437,Damso,LIFE LIFE,10588366,74,4,86.5,62.5,25.4,7.2e-4,24.6,28.5,121.978,2.67778333333333,26.4285714285714,0,34,63,4227336,27,1973245,2568460,5443154,2864697,18402,2020-09-17,HipHop/Rap,Universal Music,0,good
DEE862000489,1555,Paul Kalkbrenner,Speak Up,80085,1,2,79.9,46.3,8.06,92.6,11,78.9,128.017,5.05993333333333,41.2857142857143,0,86,50,0,825,503130,2136483,11183332,571084,9920,2020-06-05,Electro/Dance,Sony Music,0,good
PHS031700710,206630,Juris,A Love To Last A Lifetime,7174762,228,1,64,43.8,2.78,0.13,14.4,44.9,95.913,2.75113333333333,218.428571428571,0,138,56,6015867,610,0,709620,6152478,46012,5879,2017-01-12,Soundtrack,Independent,0,fair
USUM70611505,736,Lionel Richie,Joy To The World,180170,1,2,54.5,53.4,3.56,0,16.7,31.2,84.052,2.65778333333333,485.285714285714,0,468,28,0,0,1209983,8888979,61050065,746252,0,2006-11-24,other,Universal Music,0,good
ITUM72001097,217364,Axos feat. Kina,50milabaci (feat. Kina),46714,1,1,57.7,53.5,16.2,1.16e-4,14.5,17.6,91.93,3.24956666666667,20.4285714285714,0,10,44,0,83,96502,191913,457189,2695,0,2020-10-26,HipHop/Rap,Universal Music,0,good
ITV022000011,53964,Achille Lauro feat. DIVA feat. Gow Tribe,FM 90.91 - 3 Ore a Notte,45143,1,1,42.8,36.6,4.24,0,32.3,61.7,124.337,1.03426666666667,34.2857142857143,0,1,32,0,0,1581557,1979681,5845449,39987,0,2020-07-24,Pop,Warner Music,0,good
USZ4V1800032,4031,Good Gas feat. A$AP Ferg feat. FKi 1st feat. 2 Chainz,How I Feel,440563,2,1,94.9,50.8,19.7,1.68e-4,8.51,32.5,121.965,3.54053333333333,160.285714285714,0,572,18,0,0,9558488,11494462,114594818,1108213,37800,2018-02-22,Pop,Independent,0,good
GBARL1702092,4994,Yungen feat. Mr Eazi,All Night,246290,5,2,66.3,57.3,19.4,1.4e-4,22.2,30.1,100.085,3.78473333333333,177.285714285714,0,122,37,0,0,283992,779940,2783369,29003,40600,2017-10-27,HipHop/Rap,Sony Music,0,fair
